SPTrabiju;355475;3554755;SP;Trabiju;Região Sudeste;1544;Pequeno I;;
SPTremembé;355480;3554805;SP;Tremembé;Região Sudeste;40984;Pequeno II;;
SPTrês Fronteiras;355490;3554904;SP;Três Fronteiras;Região Sudeste;5427;Pequeno I;;
SPTuiuti;355495;3554953;SP;Tuiuti;Região Sudeste;5930;Pequeno I;;
SPTupã;355500;3555000;SP;Tupã;Região Sudeste;63476;Médio;;
SPTupi Paulista;355510;3555109;SP;Tupi Paulista;Região Sudeste;14269;Pequeno I;;
SPTuriúba;355520;3555208;SP;Turiúba;Região Sudeste;1930;Pequeno I;;
SPTurmalina;355530;3555307;SP;Turmalina;Região Sudeste;1978;Pequeno I;;
SPUbarana;355535;3555356;SP;Ubarana;Região Sudeste;5289;Pequeno I;;
SPUbatuba;355540;3555406;SP;Ubatuba;Região Sudeste;78801;Médio;;
SPUbirajara;355550;3555505;SP;Ubirajara;Região Sudeste;4427;Pequeno I;;
SPUchoa;355560;3555604;SP;Uchoa;Região Sudeste;9471;Pequeno I;;
SPUnião Paulista;355570;3555703;SP;União Paulista;Região Sudeste;1599;Pequeno I;;
SPUrânia;355580;3555802;SP;Urânia;Região Sudeste;8836;Pequeno I;;
SPUru;355590;3555901;SP;Uru;Região Sudeste;1251;Pequeno I;;
SPUrupês;355600;3556008;SP;Urupês;Região Sudeste;12714;Pequeno I;;
SPValentim Gentil;355610;3556107;SP;Valentim Gentil;Região Sudeste;11036;Pequeno I;;
SPValinhos;355620;3556206;SP;Valinhos;Região Sudeste;106793;Grande;;
SPValparaíso;355630;3556305;SP;Valparaíso;Região Sudeste;22576;Pequeno II;;
SPVargem;355635;3556354;SP;Vargem;Região Sudeste;8801;Pequeno I;;
SPVargem Grande do Sul;355640;3556404;SP;Vargem Grande do Sul;Região Sudeste;39266;Pequeno II;;
SPVargem Grande Paulista;355645;3556453;SP;Vargem Grande Paulista;Região Sudeste;42997;Pequeno II;;
SPVárzea Paulista;355650;3556503;SP;Várzea Paulista;Região Sudeste;107089;Grande;;
SPVera Cruz;355660;3556602;SP;Vera Cruz;Região Sudeste;10769;Pequeno I;;
SPVinhedo;355670;3556701;SP;Vinhedo;Região Sudeste;63611;Médio;;
SPViradouro;355680;3556800;SP;Viradouro;Região Sudeste;17297;Pequeno I;;
SPVista Alegre do Alto;355690;3556909;SP;Vista Alegre do Alto;Região Sudeste;6886;Pequeno I;;
SPVitória Brasil;355695;3556958;SP;Vitória Brasil;Região Sudeste;1737;Pequeno I;;
SPVotorantim;355700;3557006;SP;Votorantim;Região Sudeste;108809;Grande;;
SPVotuporanga;355710;3557105;SP;Votuporanga;Região Sudeste;84692;Médio;;
SPZacarias;355715;3557154;SP;Zacarias;Região Sudeste;2335;Pequeno I;;
SPChavantes;355720;3557204;SP;Chavantes;Região Sudeste;12114;Pequeno I;;
SPEstiva Gerbi;355730;3557303;SP;Estiva Gerbi;Região Sudeste;10044;Pequeno I;;
